POINTID,NUTS_0,Lucas2009,Lucas2012,Lucas2015,Lucas2018,Coarse,Clay,Sand,Silt,PSDAvailable,TextureFromSurvey,USDA,ISSS
51983844,LV,YES,NO,YES,YES,6,9,75,17,Yes,2009,sandy loam,loamy sand
51983736,LT,YES,NO,YES,YES,7,16,51,33,Yes,2009,loam,silty loam
51983700,LT,YES,NO,YES,YES,12,12,58,29,Yes,2009,sandy loam,silty loam
51983664,LT,YES,NO,YES,YES,6,14,51,35,Yes,2009,loam,silty loam
51983364,PL,YES,NO,NO,NO,3,3,92,6,Yes,2009,sand,sand
51983328,PL,YES,NO,YES,YES,10,2,94,4,Yes,2009,sand,sand
51983310,PL,YES,NO,YES,YES,9,6,54,41,Yes,2009,sandy loam,silty loam
51983278,PL,YES,NO,YES,YES,3,3,77,20,Yes,2009,loamy sand,loamy sand
51983080,PL,YES,NO,YES,YES,5,5,56,39,Yes,2009,sandy loam,silty loam
51982918,SK,YES,NO,YES,YES,7,41,12,48,Yes,2009,silty clay,silty clay
51982878,SK,YES,NO,NO,NO,2,76,3,21,Yes,2009,clay,clay
51982864,HU,YES,NO,YES,YES,13,31,8,61,Yes,2009,silty clay loam,silty clay loam
51982734,HU,YES,NO,YES,YES,2,46,10,44,Yes,2009,silty clay,silty clay
51981896,EL,YES,NO,YES,YES,44,34,29,37,Yes,2009,clay loam,silty clay loam
51964900,FI,NO,NO,YES,YES,19,8,53,40,Yes,2015,sandy loam,silty loam
51964834,FI,YES,NO,YES,YES,17,4,40,55,Yes,2009,silt loam,silty loam
51964708,FI,YES,NO,YES,YES,8,3,63,34,Yes,2009,sandy loam,silty loam
51964306,FI,YES,NO,NO,NO,14,26,28,46,Yes,2009,loam,silty loam
51964006,EE,YES,NO,YES,YES,,,,,No,,,
51963988,EE,YES,NO,YES,YES,,,,,No,,,
51963982,EE,NO,NO,NO,YES,,,,,No,,,
51963940,LV,YES,NO,YES,YES,12,11,30,59,Yes,2009,silt loam,silty loam
51963912,LV,YES,NO,YES,NO,9,6,71,23,Yes,2009,sandy loam,loamy sand
51963894,LV,YES,NO,YES,YES,13,10,55,35,Yes,2009,sandy loam,silty loam
51963732,LT,NO,NO,NO,YES,,,,,No,,,
51963688,LT,YES,NO,YES,YES,2,12,62,26,Yes,2009,sandy loam,silty loam
51963602,LT,YES,NO,YES,YES,2,5,73,22,Yes,2009,sandy loam,loamy sand
51963358,PL,NO,NO,NO,YES,,,,,No,,,
51963348,PL,YES,NO,YES,YES,8,6,78,16,Yes,2009,loamy sand,loamy sand
51963286,PL,YES,NO,YES,YES,6,4,75,20,Yes,2009,loamy sand,loamy sand
51963268,PL,YES,NO,YES,YES,6,10,71,19,Yes,2009,sandy loam,loamy sand
51963214,PL,YES,NO,YES,NO,5,4,61,35,Yes,2009,sandy loam,silty loam
51963208,PL,YES,NO,YES,YES,9,12,3,85,Yes,2009,silt,silty loam
51963172,PL,YES,NO,YES,NO,4,9,22,69,Yes,2009,silt loam,silty loam
51963070,PL,YES,NO,YES,YES,7,19,12,69,Yes,2009,silt loam,silty loam
51962908,SK,YES,NO,YES,NO,2,36,9,55,Yes,2009,silty clay loam,silty clay loam
51962830,HU,YES,NO,YES,YES,4,14,54,32,Yes,2009,sandy loam,silty loam
51962812,HU,YES,NO,YES,YES,7,16,49,35,Yes,2009,loam,silty loam
51962650,RO,NO,YES,YES,YES,53,71,5,24,Yes,2012,clay,clay
51962628,RO,NO,NO,NO,YES,,,,,No,,,
51962596,RO,NO,YES,YES,NO,69,46,30,24,Yes,2012,clay,clay
51944826,FI,YES,NO,YES,YES,15,4,55,40,Yes,2009,sandy loam,silty loam
51944808,FI,YES,NO,YES,YES,21,3,73,25,Yes,2009,loamy sand,loamy sand
51944802,FI,YES,NO,YES,YES,23,4,59,37,Yes,2009,sandy loam,silty loam
51944754,FI,YES,NO,YES,YES,11,3,68,28,Yes,2009,sandy loam,silty loam
51944682,FI,NO,NO,NO,YES,,,,,No,,,
51944554,FI,YES,NO,YES,YES,3,8,37,55,Yes,2009,silt loam,silty loam
51944542,FI,YES,NO,YES,YES,14,7,59,34,Yes,2009,sandy loam,silty loam
51944496,FI,YES,NO,NO,NO,4,5,20,75,Yes,2009,silt loam,silty loam
51944466,FI,YES,NO,YES,YES,6,4,59,37,Yes,2009,sandy loam,silty loam
51944452,FI,YES,NO,NO,NO,5,9,58,33,Yes,2009,sandy loam,silty loam
51944430,FI,YES,NO,YES,YES,7,4,67,28,Yes,2009,sandy loam,silty loam
51944388,FI,YES,NO,NO,NO,2,6,61,33,Yes,2009,sandy loam,silty loam
51944376,FI,YES,NO,YES,YES,17,5,59,36,Yes,2009,sandy loam,silty loam
51944340,FI,YES,NO,NO,NO,,,,,No,,,
51944268,FI,YES,NO,NO,NO,13,39,9,52,Yes,2009,silty clay loam,silty clay loam
51944258,FI,YES,NO,NO,NO,9,65,4,31,Yes,2009,clay,silty clay
51944124,EE,YES,NO,YES,YES,3,6,86,8,Yes,2009,loamy sand,loamy sand
51944118,EE,YES,NO,YES,YES,4,3,94,3,Yes,2009,sand,sand
51944110,EE,YES,NO,YES,YES,,,,,No,,,
51944092,EE,YES,NO,YES,YES,,,,,No,,,
51944074,EE,YES,NO,YES,YES,5,17,4,79,Yes,2009,silt loam,silty loam
51944002,EE,YES,NO,YES,NO,5,3,91,6,Yes,2009,sand,sand
51943950,LV,YES,NO,YES,YES,12,16,45,39,Yes,2009,loam,silty loam
51943936,LV,YES,NO,NO,YES,6,12,53,35,Yes,2009,sandy loam,silty loam
51943882,LV,YES,NO,YES,YES,7,6,59,35,Yes,2009,sandy loam,silty loam
51943774,LV,YES,NO,YES,YES,1,22,37,41,Yes,2009,loam,silty loam
51943752,LT,YES,NO,YES,YES,6,25,38,37,Yes,2009,loam,silty loam
51943738,LT,YES,NO,YES,YES,8,19,39,42,Yes,2009,loam,silty loam
51943702,LT,YES,NO,YES,YES,6,11,62,26,Yes,2009,sandy loam,silty loam
51943654,LT,NO,NO,NO,YES,,,,,No,,,
51943644,LT,YES,NO,YES,YES,4,23,29,48,Yes,2009,loam,silty loam
51943554,LT,YES,NO,YES,YES,6,3,87,9,Yes,2009,sand,loamy sand
51943470,PL,YES,NO,NO,YES,5,7,66,27,Yes,2009,sandy loam,silty loam
51943440,PL,YES,NO,NO,YES,6,13,66,21,Yes,2009,sandy loam,loam
51943354,PL,YES,NO,YES,YES,14,4,77,19,Yes,2009,loamy sand,loamy sand
51943188,PL,YES,NO,NO,NO,1,7,45,47,Yes,2009,sandy loam,silty loam
51943092,PL,YES,NO,YES,YES,4,1,88,12,Yes,2009,sand,loamy sand
51943026,PL,YES,NO,YES,YES,2,25,5,70,Yes,2009,silt loam,silty loam
51942958,SK,YES,NO,NO,NO,7,30,11,59,Yes,2009,silty clay loam,silty clay loam
51942886,SK,YES,NO,NO,YES,2,22,15,64,Yes,2009,silt loam,silty loam
51942742,HU,YES,NO,YES,YES,5,11,16,72,Yes,2009,silt loam,silty loam
51942732,HU,YES,NO,YES,YES,2,55,4,40,Yes,2009,silty clay,silty clay
51942720,HU,YES,NO,YES,YES,1,59,2,39,Yes,2009,clay,silty clay
51942696,HU,YES,NO,YES,YES,8,30,10,60,Yes,2009,silty clay loam,silty clay loam
51942624,RO,NO,YES,NO,NO,74,76,5,19,Yes,2012,clay,clay
51924780,FI,YES,NO,YES,YES,,,,,No,,,
51924744,FI,YES,NO,YES,YES,12,3,60,37,Yes,2009,sandy loam,silty loam
51924042,EE,YES,NO,NO,NO,3,23,40,37,Yes,2009,loam,silty loam
51923944,LV,YES,NO,YES,YES,3,13,39,48,Yes,2009,loam,silty loam
51923930,LV,YES,NO,YES,YES,5,13,45,43,Yes,2009,loam,silty loam
51923926,LV,YES,NO,YES,NO,4,13,44,43,Yes,2009,loam,silty loam
51923832,LV,YES,NO,YES,YES,1,5,75,20,Yes,2009,loamy sand,loamy sand
51923728,LT,YES,NO,NO,NO,,,,,No,,,
51923724,LT,YES,NO,YES,YES,2,18,51,32,Yes,2009,loam,silty loam
51923710,LT,YES,NO,YES,YES,7,12,62,26,Yes,2009,sandy loam,silty loam
51923642,LT,NO,NO,NO,YES,,,,,No,,,
51923376,PL,YES,NO,YES,YES,1,3,90,7,Yes,2009,sand,loamy sand
51923232,PL,YES,NO,YES,NO,2,37,10,53,Yes,2009,silty clay loam,silty clay loam
51923178,PL,YES,NO,YES,YES,4,6,23,71,Yes,2009,silt loam,silty loam
51923052,PL,YES,NO,YES,NO,14,9,3,88,Yes,2009,silt,silty loam
51922944,SK,YES,NO,YES,YES,6,35,12,53,Yes,2009,silty clay loam,silty clay loam
51922818,HU,YES,NO,YES,YES,5,8,82,9,Yes,2009,loamy sand,loamy sand
51922542,RO,NO,YES,YES,YES,37,52,38,10,Yes,2012,clay,clay
51904840,FI,YES,NO,NO,NO,20,5,58,37,Yes,2009,sandy loam,silty loam
51904786,FI,YES,NO,NO,NO,21,5,73,22,Yes,2009,sandy loam,loamy sand
51904606,FI,YES,NO,NO,NO,,,,,No,,,
51904556,FI,YES,NO,NO,NO,24,3,80,18,Yes,2009,loamy sand,loamy sand
51904400,FI,YES,NO,YES,YES,39,3,85,12,Yes,2009,loamy sand,loamy sand
51904372,FI,YES,NO,YES,YES,12,3,64,33,Yes,2009,sandy loam,silty loam
51904336,FI,YES,NO,YES,YES,16,6,62,32,Yes,2009,sandy loam,silty loam
51904318,FI,YES,NO,NO,NO,,,,,No,,,
51904310,FI,YES,NO,YES,YES,4,13,57,30,Yes,2009,sandy loam,silty loam
51904292,FI,YES,NO,YES,YES,,,,,No,,,
51904274,FI,YES,NO,NO,NO,15,8,62,30,Yes,2009,sandy loam,silty loam
51904238,FI,YES,NO,NO,NO,11,8,81,11,Yes,2009,loamy sand,loamy sand
51904062,EE,YES,NO,YES,YES,17,9,54,37,Yes,2009,sandy loam,silty loam
51904048,EE,YES,NO,YES,YES,1,8,81,10,Yes,2009,loamy sand,loamy sand
51903736,LT,YES,NO,YES,YES,3,16,54,30,Yes,2009,sandy loam,silty loam
51903592,LT,YES,NO,YES,YES,1,3,83,14,Yes,2009,loamy sand,loamy sand
51903360,PL,NO,NO,NO,YES,,,,,No,,,
51903342,PL,YES,NO,YES,YES,5,3,88,9,Yes,2009,sand,loamy sand
51903328,PL,YES,NO,YES,YES,8,5,60,35,Yes,2009,sandy loam,silty loam
51903238,PL,YES,NO,YES,YES,3,7,73,20,Yes,2009,sandy loam,loamy sand
51903194,PL,YES,NO,YES,YES,3,12,5,83,Yes,2009,silt,silty loam
51903140,PL,YES,NO,YES,NO,6,4,90,7,Yes,2009,sand,loamy sand
51903130,PL,YES,NO,YES,YES,3,1,96,3,Yes,2009,sand,sand
51903004,PL,YES,NO,YES,YES,4,15,51,34,Yes,2009,loam,silty loam
51902950,SK,YES,NO,YES,YES,4,32,18,50,Yes,2009,silty clay loam,silty clay loam
51902946,SK,YES,NO,YES,YES,1,16,35,49,Yes,2009,loam,silty loam
51902932,SK,YES,NO,NO,NO,5,32,10,57,Yes,2009,silty clay loam,silty clay loam
51902928,SK,YES,NO,YES,NO,1,21,5,74,Yes,2009,silt loam,silty loam
51902878,SK,YES,NO,YES,NO,12,17,27,56,Yes,2009,silt loam,silty loam
51902856,HU,NO,NO,YES,YES,36,44,6,50,Yes,2015,silty clay,silty clay
51902712,HU,YES,NO,YES,NO,19,49,9,42,Yes,2009,silty clay,silty clay
51902636,RO,NO,YES,NO,YES,12,22,45,33,Yes,2012,loam,silty loam
51902618,RO,NO,YES,YES,YES,9,62,3,35,Yes,2012,clay,silty clay
51902590,RO,NO,YES,YES,YES,69,55,14,31,Yes,2012,clay,silty clay
51902554,RO,NO,YES,YES,YES,33,61,24,15,Yes,2012,clay,clay
51902536,RO,NO,YES,NO,NO,11,61,28,11,Yes,2012,clay,clay
51884810,FI,YES,NO,NO,NO,17,3,52,45,Yes,2009,sandy loam,silty loam
51884630,FI,YES,NO,NO,NO,,,,,No,,,
51884540,FI,YES,NO,NO,NO,,,,,No,,,
51884306,FI,YES,NO,YES,YES,5,8,66,25,Yes,2009,sandy loam,silty loam
51884268,FI,YES,NO,YES,YES,23,51,9,40,Yes,2009,clay,silty clay
51884254,FI,YES,NO,YES,NO,10,48,12,40,Yes,2009,clay,silty clay
51884252,FI,YES,NO,YES,NO,12,51,7,41,Yes,2009,silty clay,silty clay
51883828,LV,YES,NO,YES,YES,7,7,71,22,Yes,2009,sandy loam,loamy sand
51883720,LT,YES,NO,YES,YES,4,8,77,15,Yes,2009,sandy loam,loamy sand
51883708,LT,NO,NO,NO,YES,,,,,No,,,
51883690,LT,YES,NO,YES,YES,5,18,45,37,Yes,2009,loam,silty loam
51883636,LT,YES,NO,YES,YES,2,32,27,41,Yes,2009,clay loam,silty clay loam
51883424,PL,NO,NO,NO,YES,,,,,No,,,
51882830,HU,YES,NO,YES,YES,3,19,46,35,Yes,2009,loam,silty loam
51882794,HU,YES,NO,YES,YES,15,5,83,13,Yes,2009,loamy sand,loamy sand
51882740,HU,YES,NO,YES,YES,6,16,17,67,Yes,2009,silt loam,silty loam
51882704,HU,NO,NO,YES,NO,42,43,5,52,Yes,2015,silty clay,silty clay
51882668,RO,NO,YES,YES,NO,63,70,8,22,Yes,2012,clay,clay
51864760,FI,YES,NO,YES,YES,10,4,55,41,Yes,2009,sandy loam,silty loam
51864734,FI,YES,NO,NO,NO,,,,,No,,,
51864706,FI,YES,NO,YES,YES,16,3,81,15,Yes,2009,loamy sand,loamy sand
51864688,FI,YES,NO,YES,YES,4,20,8,72,Yes,2009,silt loam,silty loam
51864620,FI,YES,NO,NO,NO,19,2,74,23,Yes,2009,loamy sand,loamy sand
51864490,FI,YES,NO,YES,NO,12,7,70,23,Yes,2009,sandy loam,loamy sand
51864464,FI,YES,NO,NO,NO,9,3,74,23,Yes,2009,loamy sand,loamy sand
51864454,FI,YES,NO,NO,NO,11,5,60,36,Yes,2009,sandy loam,silty loam
51864428,FI,YES,NO,NO,NO,9,3,75,23,Yes,2009,loamy sand,loamy sand
51864318,FI,YES,NO,NO,NO,2,4,75,21,Yes,2009,loamy sand,loamy sand
51864296,FI,YES,NO,YES,NO,16,44,25,31,Yes,2009,clay,silty clay
51864260,FI,YES,NO,NO,NO,,,,,No,,,
51864044,EE,YES,NO,YES,YES,17,15,60,25,Yes,2009,sandy loam,silty loam
51863830,LV,YES,NO,YES,YES,3,9,65,27,Yes,2009,sandy loam,silty loam
51863808,LV,YES,NO,YES,YES,6,7,42,51,Yes,2009,silt loam,silty loam
51863740,LT,YES,NO,YES,YES,41,33,24,42,Yes,2009,clay loam,silty clay loam
51863704,LT,YES,NO,NO,NO,7,13,63,24,Yes,2009,sandy loam,loam
51863664,LT,YES,NO,NO,NO,4,14,45,40,Yes,2009,loam,silty loam
51863646,LT,YES,NO,YES,YES,20,19,40,40,Yes,2009,loam,silty loam
51863560,LT,YES,NO,YES,YES,8,35,25,41,Yes,2009,clay loam,silty clay loam
51863482,PL,YES,NO,YES,YES,,,,,No,,,
51863446,PL,YES,NO,NO,YES,7,6,55,40,Yes,2009,sandy loam,silty loam
51863338,PL,YES,NO,YES,YES,5,8,74,17,Yes,2009,sandy loam,loamy sand
51863216,PL,YES,NO,YES,YES,7,5,77,18,Yes,2009,loamy sand,loamy sand
51863086,PL,YES,NO,YES,YES,3,3,89,9,Yes,2009,sand,loamy sand
51863024,PL,YES,NO,YES,YES,1,12,51,36,Yes,2009,loam,silty loam
51863014,PL,YES,NO,YES,YES,12,17,59,24,Yes,2009,sandy loam,loam
51862982,SK,YES,NO,YES,YES,17,14,41,45,Yes,2009,loam,silty loam
51862916,SK,YES,NO,NO,NO,2,22,4,73,Yes,2009,silt loam,silty loam
51862892,SK,YES,NO,YES,NO,6,13,53,34,Yes,2009,sandy loam,silty loam
51862862,HU,YES,NO,YES,YES,,72,2,26,Yes,2009,clay,silty clay
51862838,HU,YES,NO,YES,YES,4,8,85,8,Yes,2009,loamy sand,loamy sand
51862780,HU,YES,NO,YES,YES,3,30,6,64,Yes,2009,silty clay loam,silty clay loam
51862672,RO,NO,YES,YES,YES,50,10,6,84,Yes,2012,silt,silty loam
51862600,RO,NO,YES,YES,NO,23,67,3,30,Yes,2012,clay,silty clay
51862582,RO,NO,YES,YES,YES,28,71,7,22,Yes,2012,clay,clay
51844906,FI,NO,NO,YES,YES,17,5,67,28,Yes,2015,sandy loam,silty loam
51844888,FI,NO,NO,YES,NO,12,4,77,19,Yes,2015,loamy sand,loamy sand
51844828,FI,YES,NO,YES,YES,,,,,No,,,
51844684,FI,YES,NO,NO,NO,13,3,86,11,Yes,2009,loamy sand,loamy sand
51844666,FI,YES,NO,YES,YES,7,5,68,27,Yes,2009,sandy loam,silty loam
51844630,FI,NO,NO,NO,YES,,,,,No,,,
51844522,FI,YES,NO,NO,YES,,,,,No,,,
51844468,FI,YES,NO,NO,NO,18,6,63,32,Yes,2009,sandy loam,silty loam
51844342,FI,YES,NO,YES,YES,29,8,58,34,Yes,2009,sandy loam,silty loam
51844280,FI,YES,NO,YES,YES,37,41,26,33,Yes,2009,clay,silty clay
51844270,FI,YES,NO,YES,YES,13,2,85,13,Yes,2009,loamy sand,loamy sand
51844252,FI,YES,NO,YES,YES,,,,,No,,,
51844232,FI,YES,NO,YES,NO,13,47,12,42,Yes,2009,silty clay,silty clay
51844096,EE,YES,NO,NO,NO,,,,,No,,,
51843982,EE,YES,NO,YES,YES,,,,,No,,,
51843782,LV,YES,NO,YES,YES,17,22,16,62,Yes,2009,silt loam,silty loam
51843656,LT,NO,NO,NO,YES,,,,,No,,,
51843584,LT,YES,NO,YES,NO,22,25,45,31,Yes,2009,loam,silty loam
51843370,PL,YES,NO,YES,YES,1,9,77,14,Yes,2009,sandy loam,loamy sand
51843232,PL,YES,NO,YES,NO,4,5,77,18,Yes,2009,loamy sand,loamy sand
51843214,PL,YES,NO,YES,YES,8,6,44,50,Yes,2009,silt loam,silty loam
51843208,PL,YES,NO,YES,YES,3,18,3,79,Yes,2009,silt loam,silty loam
51843172,PL,YES,NO,NO,NO,8,16,5,80,Yes,2009,silt loam,silty loam
51843082,PL,YES,NO,YES,YES,2,5,87,7,Yes,2009,loamy sand,loamy sand
51843064,PL,YES,NO,YES,YES,3,12,12,75,Yes,2009,silt loam,silty loam
51843016,PL,YES,NO,YES,YES,21,18,54,28,Yes,2009,sandy loam,silty loam
51843010,PL,YES,NO,YES,NO,3,31,24,45,Yes,2009,clay loam,silty clay loam
51842758,HU,YES,NO,YES,NO,13,33,5,62,Yes,2009,silty clay loam,silty clay loam
51842624,RO,NO,YES,YES,YES,10,5,87,8,Yes,2012,loamy sand,loamy sand
51842570,RO,NO,YES,YES,NO,30,70,4,26,Yes,2012,clay,silty clay
51824890,FI,NO,NO,YES,YES,39,3,74,23,Yes,2015,loamy sand,loamy sand
51824728,FI,YES,NO,YES,YES,7,3,60,36,Yes,2009,sandy loam,silty loam
51824598,FI,YES,NO,YES,YES,20,20,13,67,Yes,2009,silt loam,silty loam
51824584,FI,YES,NO,YES,YES,,,,,No,,,
51824562,FI,YES,NO,NO,NO,9,33,31,36,Yes,2009,clay loam,silty clay loam
51824544,FI,YES,NO,YES,YES,7,6,62,32,Yes,2009,sandy loam,silty loam
51824508,FI,YES,NO,YES,YES,11,4,72,24,Yes,2009,sandy loam,loamy sand
51824494,FI,YES,NO,NO,NO,21,4,75,22,Yes,2009,loamy sand,loamy sand
51824436,FI,YES,NO,NO,NO,8,5,71,24,Yes,2009,sandy loam,loamy sand
51824418,FI,YES,NO,NO,NO,6,4,69,27,Yes,2009,sandy loam,silty loam
51824382,FI,YES,NO,YES,YES,13,5,56,39,Yes,2009,sandy loam,silty loam
51824314,FI,NO,NO,NO,YES,,,,,No,,,
51824094,EE,NO,NO,NO,YES,,,,,No,,,
51824026,EE,YES,NO,YES,YES,21,48,8,44,Yes,2009,silty clay,silty clay
51824004,EE,YES,NO,YES,NO,8,4,89,7,Yes,2009,sand,loamy sand
51823930,LV,NO,NO,NO,YES,,,,,No,,,
51823794,LV,YES,NO,YES,YES,5,11,36,53,Yes,2009,silt loam,silty loam
51823768,LT,YES,NO,YES,YES,14,14,55,31,Yes,2009,sandy loam,silty loam
51823750,LT,YES,NO,YES,YES,6,26,24,50,Yes,2009,silt loam,silty loam
51823686,LT,YES,NO,YES,YES,5,17,50,32,Yes,2009,loam,silty loam
51823578,LT,YES,NO,YES,NO,4,12,67,21,Yes,2009,sandy loam,loam
51823356,PL,YES,NO,NO,NO,11,4,80,16,Yes,2009,loamy sand,loamy sand
51823288,PL,YES,NO,YES,YES,5,30,35,35,Yes,2009,clay loam,silty clay loam
51823018,PL,YES,NO,YES,YES,7,31,35,34,Yes,2009,clay loam,silty clay loam
51822906,SK,YES,NO,YES,YES,5,60,2,37,Yes,2009,clay,silty clay
51822646,RO,NO,YES,YES,YES,77,82,9,9,Yes,2012,clay,clay
51804804,FI,YES,NO,YES,YES,20,3,71,26,Yes,2009,sandy loam,silty loam
51804772,FI,YES,NO,YES,YES,14,4,58,38,Yes,2009,sandy loam,silty loam
51804718,FI,YES,NO,YES,YES,11,8,51,41,Yes,2009,loam,silty loam
51804588,FI,YES,NO,NO,NO,4,27,31,42,Yes,2009,loam,silty clay loam
51804570,FI,YES,NO,NO,NO,17,7,67,26,Yes,2009,sandy loam,silty loam
51804354,FI,YES,NO,YES,NO,11,6,57,36,Yes,2009,sandy loam,silty loam
51804264,FI,NO,NO,NO,YES,,,,,No,,,
51804120,EE,YES,NO,YES,YES,11,17,49,34,Yes,2009,loam,silty loam
51803934,LV,YES,NO,NO,NO,6,7,66,27,Yes,2009,sandy loam,silty loam
51803718,LT,YES,NO,YES,YES,5,15,58,27,Yes,2009,sandy loam,silty loam
51803458,PL,YES,NO,NO,YES,,,,,No,,,
51803454,PL,YES,NO,NO,YES,7,6,68,26,Yes,2009,sandy loam,silty loam
51803440,PL,YES,NO,NO,NO,6,5,81,15,Yes,2009,loamy sand,loamy sand
51803314,PL,YES,NO,YES,NO,13,11,58,31,Yes,2009,sandy loam,silty loam
51803292,PL,YES,NO,YES,NO,6,12,55,33,Yes,2009,sandy loam,silty loam
51803274,PL,YES,NO,YES,YES,7,4,62,34,Yes,2009,sandy loam,silty loam
51803170,PL,NO,NO,NO,YES,,,,,No,,,
51803166,PL,YES,NO,YES,YES,10,11,25,64,Yes,2009,silt loam,silty loam
51803044,PL,YES,NO,YES,YES,3,15,10,75,Yes,2009,silt loam,silty loam
51803004,PL,YES,NO,YES,YES,10,40,14,45,Yes,2009,silty clay loam,silty clay loam
51802860,HU,YES,NO,YES,YES,1,67,2,31,Yes,2009,clay,silty clay
51802846,HU,YES,NO,NO,NO,3,16,56,28,Yes,2009,sandy loam,silty loam
51802810,HU,YES,NO,YES,YES,2,27,16,57,Yes,2009,silt loam,silty clay loam
51802792,HU,YES,NO,YES,YES,10,31,4,65,Yes,2009,silty clay loam,silty clay loam
51802774,HU,YES,NO,YES,YES,3,35,4,62,Yes,2009,silty clay loam,silty clay loam
51802752,HU,YES,NO,YES,YES,15,40,2,59,Yes,2009,silty clay loam,silty clay loam
51802666,HU,YES,NO,YES,YES,17,21,45,34,Yes,2009,loam,silty loam
51802634,RO,NO,YES,YES,YES,81,72,14,14,Yes,2012,clay,clay
51784924,FI,YES,NO,NO,NO,9,3,74,23,Yes,2009,loamy sand,loamy sand
51784906,FI,YES,NO,YES,YES,18,1,64,35,Yes,2009,sandy loam,silty loam
51784492,FI,YES,NO,NO,NO,11,3,86,11,Yes,2009,loamy sand,loamy sand
51784324,FI,YES,NO,NO,NO,2,6,56,38,Yes,2009,sandy loam,silty loam
51784294,FI,YES,NO,YES,YES,,,,,No,,,
51784288,FI,YES,NO,YES,YES,2,18,34,48,Yes,2009,loam,silty loam
51784270,FI,YES,NO,NO,NO,15,12,42,46,Yes,2009,loam,silty loam
51784260,FI,YES,NO,NO,NO,15,57,12,31,Yes,2009,clay,silty clay
51784042,EE,YES,NO,NO,NO,6,5,86,9,Yes,2009,loamy sand,loamy sand
51783840,LV,YES,NO,YES,YES,5,12,37,51,Yes,2009,silt loam,silty loam
51783832,LV,YES,NO,YES,YES,,,,,No,,,
51783786,LV,YES,NO,YES,YES,8,21,9,69,Yes,2009,silt loam,silty loam
51783782,LV,YES,NO,YES,YES,6,22,33,44,Yes,2009,loam,silty loam
51783768,LT,NO,NO,YES,YES,7,17,37,46,Yes,2015,loam,silty loam
51783760,LT,YES,NO,YES,YES,8,15,44,41,Yes,2009,loam,silty loam
51783728,LT,YES,NO,YES,YES,5,11,64,25,Yes,2009,sandy loam,silty loam
51783714,LT,YES,NO,YES,YES,3,4,87,8,Yes,2009,sand,loamy sand
51783710,LT,YES,NO,YES,YES,4,9,65,26,Yes,2009,sandy loam,silty loam
51783438,PL,YES,NO,NO,YES,4,3,83,13,Yes,2009,loamy sand,loamy sand
51783316,PL,YES,NO,YES,YES,10,5,80,16,Yes,2009,loamy sand,loamy sand
51783286,PL,YES,NO,YES,YES,5,5,74,22,Yes,2009,sandy loam,loamy sand
51783208,PL,YES,NO,YES,NO,7,15,2,83,Yes,2009,silt loam,silty loam
51783142,PL,YES,NO,YES,YES,3,1,96,3,Yes,2009,sand,sand
51783010,PL,YES,NO,YES,YES,2,25,25,50,Yes,2009,silt loam,silty loam
51782992,PL,NO,NO,NO,YES,,,,,No,,,
51782952,SK,YES,NO,YES,YES,2,18,5,77,Yes,2009,silt loam,silty loam
51782902,SK,YES,NO,YES,NO,2,28,2,70,Yes,2009,silty clay loam,silty clay loam
51782890,SK,YES,NO,YES,YES,3,38,5,57,Yes,2009,silty clay loam,silty clay loam
51782848,HU,YES,NO,YES,YES,11,21,32,46,Yes,2009,loam,silty loam
51782754,HU,YES,NO,YES,YES,,33,4,63,Yes,2009,silty clay loam,silty clay loam
51782728,HU,YES,NO,NO,NO,2,48,2,50,Yes,2009,silty clay,silty clay
51782650,HU,YES,NO,YES,NO,12,31,2,67,Yes,2009,silty clay loam,silty clay loam
51782628,RO,NO,YES,NO,YES,22,48,40,12,Yes,2012,clay,clay
51782538,RO,NO,YES,YES,NO,64,57,15,28,Yes,2012,clay,silty clay
51764808,FI,YES,NO,NO,NO,20,2,74,24,Yes,2009,loamy sand,loamy sand
51764802,FI,YES,NO,YES,YES,27,2,80,18,Yes,2009,loamy sand,loamy sand
51764754,FI,YES,NO,YES,YES,18,4,50,47,Yes,2009,sandy loam,silty loam
51764718,FI,YES,NO,NO,NO,5,2,78,20,Yes,2009,loamy sand,loamy sand
51764704,FI,YES,NO,YES,YES,4,5,45,50,Yes,2009,silt loam,silty loam
51764686,FI,YES,NO,NO,NO,3,2,95,3,Yes,2009,sand,sand
51764664,FI,YES,NO,NO,NO,8,4,43,52,Yes,2009,silt loam,silty loam
51764582,FI,YES,NO,YES,YES,17,12,50,38,Yes,2009,loam,silty loam
51764578,FI,YES,NO,YES,YES,13,7,85,8,Yes,2009,loamy sand,loamy sand
51764538,FI,YES,NO,NO,NO,,,,,No,,,
51764470,FI,YES,NO,NO,NO,15,3,69,28,Yes,2009,sandy loam,silty loam
51764406,FI,YES,NO,NO,NO,10,18,53,29,Yes,2009,sandy loam,silty loam
51764358,FI,YES,NO,NO,YES,11,4,66,30,Yes,2009,sandy loam,silty loam
51764280,FI,YES,NO,YES,NO,9,50,11,39,Yes,2009,clay,silty clay
51764276,FI,YES,NO,YES,NO,8,35,27,38,Yes,2009,clay loam,silty clay loam
51764242,FI,YES,NO,YES,NO,16,45,12,43,Yes,2009,silty clay,silty clay
51764240,FI,YES,NO,YES,NO,11,49,18,33,Yes,2009,clay,silty clay
51764124,EE,YES,NO,YES,YES,,,,,No,,,
51764034,EE,YES,NO,YES,YES,,,,,No,,,
