POINTID,NUTS_0,Lucas2009,Lucas2012,Lucas2015,Lucas2018,Coarse,Clay,Sand,Silt,PSDAvailable,TextureFromSurvey,USDA,ISSS
52242558,RO,NO,YES,NO,NO,49,51,8,41,Yes,2012,silty clay,silty clay
52242552,RO,NO,YES,YES,YES,38,35,39,26,Yes,2012,clay loam,silty clay loam
52242512,RO,NO,YES,YES,NO,38,57,14,29,Yes,2012,clay,silty clay
52224800,FI,YES,NO,YES,YES,12,2,80,18,Yes,2009,loamy sand,loamy sand
52224764,FI,YES,NO,YES,YES,8,2,69,29,Yes,2009,sandy loam,silty loam
52224746,FI,YES,NO,YES,YES,10,2,70,28,Yes,2009,sandy loam,silty loam
52224706,FI,YES,NO,YES,YES,14,2,72,26,Yes,2009,loamy sand,silty loam
52224688,FI,YES,NO,YES,YES,,,,,No,,,
52224620,FI,YES,NO,YES,YES,6,3,68,29,Yes,2009,sandy loam,silty loam
52224598,FI,YES,NO,NO,NO,,,,,No,,,
52224584,FI,YES,NO,YES,YES,12,2,74,24,Yes,2009,loamy sand,loamy sand
52224572,FI,YES,NO,NO,NO,12,3,83,14,Yes,2009,loamy sand,loamy sand
52224544,FI,YES,NO,YES,YES,22,57,3,41,Yes,2009,clay,silty clay
52224536,FI,YES,NO,NO,NO,12,9,69,22,Yes,2009,sandy loam,loamy sand
52224494,FI,YES,NO,YES,YES,11,9,34,57,Yes,2009,silt loam,silty loam
52224440,FI,YES,NO,YES,YES,5,5,76,19,Yes,2009,loamy sand,loamy sand
52224422,FI,YES,NO,NO,NO,,,,,No,,,
52224410,FI,YES,NO,YES,YES,,,,,No,,,
52224392,FI,YES,NO,YES,YES,,,,,No,,,
52224346,FI,YES,NO,YES,YES,9,5,58,37,Yes,2009,sandy loam,silty loam
52224296,FI,YES,NO,YES,YES,11,31,9,60,Yes,2009,silty clay loam,silty clay loam
52224086,EE,NO,NO,YES,YES,36,12,38,50,Yes,2015,silt loam,silty loam
52224068,EE,NO,NO,YES,YES,9,20,30,49,Yes,2015,silt loam,silty loam
52224014,EE,YES,NO,YES,YES,12,10,53,37,Yes,2009,sandy loam,silty loam
52223996,EE,YES,NO,NO,NO,4,12,58,31,Yes,2009,sandy loam,silty loam
52223990,EE,YES,NO,YES,YES,9,9,76,15,Yes,2009,sandy loam,loamy sand
52223970,LV,YES,NO,YES,YES,8,10,58,32,Yes,2009,sandy loam,silty loam
52223776,LT,YES,NO,YES,YES,6,17,32,51,Yes,2009,silt loam,silty loam
52223686,LT,YES,NO,YES,YES,14,12,59,29,Yes,2009,sandy loam,silty loam
52223212,PL,YES,NO,YES,YES,16,9,11,81,Yes,2009,silt,silty loam
52223180,PL,NO,NO,NO,YES,,,,,No,,,
52223108,PL,YES,NO,YES,YES,13,9,14,77,Yes,2009,silt loam,silty loam
52223086,PL,YES,NO,YES,NO,4,4,92,4,Yes,2009,sand,sand
52223072,PL,YES,NO,YES,YES,2,24,36,40,Yes,2009,loam,silty loam
52223054,PL,YES,NO,NO,YES,1,15,6,80,Yes,2009,silt loam,silty loam
52222988,PL,YES,NO,YES,YES,4,28,12,60,Yes,2009,silty clay loam,silty clay loam
52222852,HU,YES,NO,YES,YES,4,5,91,5,Yes,2009,sand,sand
52222744,RO,NO,YES,YES,YES,43,53,22,25,Yes,2012,clay,clay
52222708,RO,NO,YES,NO,NO,20,66,10,24,Yes,2012,clay,clay
52222644,RO,NO,YES,NO,NO,14,54,15,31,Yes,2012,clay,silty clay
52222582,RO,NO,YES,YES,NO,10,33,37,30,Yes,2012,clay loam,silty clay loam
52204792,FI,YES,NO,YES,YES,10,4,38,58,Yes,2009,silt loam,silty loam
52204558,FI,YES,NO,NO,NO,11,25,23,52,Yes,2009,silt loam,silty loam
52204468,FI,YES,NO,NO,NO,,,,,No,,,
52204378,FI,YES,NO,NO,NO,10,8,63,29,Yes,2009,sandy loam,silty loam
52204324,FI,YES,NO,YES,NO,8,5,42,53,Yes,2009,silt loam,silty loam
52204280,FI,YES,NO,YES,NO,15,47,6,48,Yes,2009,silty clay,silty clay
52204276,FI,YES,NO,YES,YES,10,57,10,33,Yes,2009,clay,silty clay
52204108,EE,YES,NO,YES,YES,,,,,No,,,
52203724,LT,NO,NO,NO,YES,,,,,No,,,
52203692,LT,NO,NO,NO,YES,,,,,No,,,
52203656,LT,YES,NO,YES,YES,4,22,49,29,Yes,2009,loam,silty loam
52203558,LT,YES,NO,YES,YES,20,11,61,28,Yes,2009,sandy loam,silty loam
52203314,PL,YES,NO,YES,YES,5,6,58,36,Yes,2009,sandy loam,silty loam
52203286,PL,YES,NO,YES,YES,9,8,56,37,Yes,2009,sandy loam,silty loam
52203196,PL,YES,NO,YES,NO,7,15,10,75,Yes,2009,silt loam,silty loam
52203178,PL,YES,NO,NO,NO,9,7,3,90,Yes,2009,silt,silty loam
52202866,HU,YES,NO,YES,NO,3,8,85,8,Yes,2009,loamy sand,loamy sand
52202764,RO,NO,YES,NO,YES,1,44,17,39,Yes,2012,clay,silty clay
52202602,RO,NO,YES,YES,NO,72,43,18,39,Yes,2012,clay,silty clay
52184850,FI,YES,NO,NO,NO,26,5,57,38,Yes,2009,sandy loam,silty loam
52184710,FI,YES,NO,YES,YES,27,4,64,33,Yes,2009,sandy loam,silty loam
52184368,FI,YES,NO,YES,NO,11,3,67,30,Yes,2009,sandy loam,silty loam
52184320,FI,YES,NO,YES,YES,4,24,5,71,Yes,2009,silt loam,silty loam
52184314,FI,NO,NO,NO,YES,,,,,No,,,
52184278,FI,YES,NO,YES,YES,19,33,15,52,Yes,2009,silty clay loam,silty clay loam
52184256,FI,YES,NO,YES,YES,9,56,8,35,Yes,2009,clay,silty clay
52184152,EE,YES,NO,YES,YES,22,2,92,6,Yes,2009,sand,sand
52183956,LV,NO,NO,NO,YES,,,,,No,,,
52183848,LV,YES,NO,YES,YES,7,7,58,35,Yes,2009,sandy loam,silty loam
52183668,LT,YES,NO,YES,YES,10,15,49,36,Yes,2009,loam,silty loam
52183198,PL,YES,NO,YES,NO,6,10,5,85,Yes,2009,silt,silty loam
52183140,PL,YES,NO,YES,YES,6,19,22,58,Yes,2009,silt loam,silty loam
52182946,SK,YES,NO,YES,YES,3,27,7,66,Yes,2009,silt loam,silty clay loam
52182852,HU,YES,NO,YES,YES,7,26,39,35,Yes,2009,loam,silty loam
52182816,HU,YES,NO,YES,YES,3,2,95,3,Yes,2009,sand,sand
52182730,RO,NO,YES,NO,YES,,68,10,22,Yes,2012,clay,clay
52182718,RO,NO,YES,NO,YES,,63,8,29,Yes,2012,clay,silty clay
52182694,RO,NO,YES,YES,YES,60,65,21,14,Yes,2012,clay,clay
52182664,RO,NO,YES,YES,NO,35,47,34,19,Yes,2012,clay,clay
52182546,RO,NO,YES,YES,NO,34,54,5,41,Yes,2012,silty clay,silty clay
52182528,RO,NO,YES,YES,YES,24,67,16,17,Yes,2012,clay,clay
52182502,RO,NO,YES,YES,NO,44,56,10,34,Yes,2012,clay,silty clay
52181902,EL,YES,NO,YES,YES,41,32,23,45,Yes,2009,clay loam,silty clay loam
52181880,EL,NO,NO,YES,YES,12,38,9,53,Yes,2015,silty clay loam,silty clay loam
52164840,FI,YES,NO,YES,YES,,,,,No,,,
52164808,FI,YES,NO,NO,NO,21,6,49,45,Yes,2009,sandy loam,silty loam
52164502,FI,YES,NO,YES,YES,7,8,60,32,Yes,2009,sandy loam,silty loam
52164498,FI,YES,NO,NO,NO,,,,,No,,,
52164480,FI,YES,NO,YES,YES,,,,,No,,,
52164318,FI,YES,NO,NO,NO,15,22,34,44,Yes,2009,loam,silty loam
52164304,FI,YES,NO,YES,YES,25,30,24,46,Yes,2009,clay loam,silty clay loam
52164298,FI,YES,NO,YES,YES,1,61,19,21,Yes,2009,clay,clay
52164052,EE,YES,NO,YES,NO,15,9,51,39,Yes,2009,loam,silty loam
52164048,EE,YES,NO,YES,NO,4,9,43,47,Yes,2009,loam,silty loam
52163934,LV,NO,NO,NO,YES,,,,,No,,,
52163856,LV,NO,NO,YES,YES,3,11,38,51,Yes,2015,silt loam,silty loam
52163772,LT,YES,NO,YES,YES,5,37,3,60,Yes,2009,silty clay loam,silty clay loam
52163682,LT,YES,NO,YES,YES,,,,,No,,,
52163556,LT,YES,NO,YES,YES,8,12,64,24,Yes,2009,sandy loam,loam
52163440,PL,YES,NO,NO,YES,6,6,66,28,Yes,2009,sandy loam,silty loam
52163390,PL,NO,NO,NO,YES,,,,,No,,,
52163386,PL,YES,NO,YES,YES,6,3,81,16,Yes,2009,loamy sand,loamy sand
52163368,PL,YES,NO,YES,YES,5,5,75,21,Yes,2009,loamy sand,loamy sand
52163364,PL,YES,NO,YES,YES,3,2,93,5,Yes,2009,sand,sand
52163310,PL,YES,NO,YES,YES,5,4,64,32,Yes,2009,sandy loam,silty loam
52163278,PL,YES,NO,NO,NO,6,5,76,19,Yes,2009,loamy sand,loamy sand
52162648,RO,NO,YES,YES,NO,,55,15,30,Yes,2012,clay,silty clay
52144852,FI,YES,NO,YES,NO,,,,,No,,,
52144708,FI,YES,NO,YES,YES,7,5,61,34,Yes,2009,sandy loam,silty loam
52144564,FI,YES,NO,YES,YES,8,32,39,28,Yes,2009,clay loam,silty clay loam
52144546,FI,YES,NO,YES,YES,,,,,No,,,
52144402,FI,YES,NO,YES,YES,,,,,No,,,
52144366,FI,YES,NO,NO,NO,,,,,No,,,
52144314,FI,YES,NO,NO,NO,14,37,9,54,Yes,2009,silty clay loam,silty clay loam
52144270,FI,YES,NO,NO,NO,8,21,21,58,Yes,2009,silt loam,silty loam
52144258,FI,YES,NO,NO,NO,31,8,68,24,Yes,2009,sandy loam,loamy sand
52144150,EE,YES,NO,YES,YES,7,2,95,4,Yes,2009,sand,sand
52144060,EE,YES,NO,YES,YES,,,,,No,,,
52143966,LV,YES,NO,YES,YES,6,8,59,33,Yes,2009,sandy loam,silty loam
52143958,LV,YES,NO,YES,YES,6,11,53,36,Yes,2009,sandy loam,silty loam
52143948,LV,YES,NO,YES,YES,7,13,47,41,Yes,2009,loam,silty loam
52143912,LV,YES,NO,NO,NO,,32,47,21,Yes,2009,sandy clay loam,clay loam
52143908,LV,NO,NO,NO,YES,,,,,No,,,
52143890,LV,YES,NO,YES,YES,2,3,84,13,Yes,2009,loamy sand,loamy sand
52143764,LT,YES,NO,YES,YES,2,19,30,50,Yes,2009,silt loam,silty loam
52143760,LT,YES,NO,NO,YES,12,33,10,58,Yes,2009,silty clay loam,silty clay loam
52143746,LT,YES,NO,YES,YES,19,30,12,58,Yes,2009,silty clay loam,silty clay loam
52143652,LT,YES,NO,YES,YES,6,15,50,36,Yes,2009,loam,silty loam
52143634,LT,YES,NO,YES,YES,9,18,46,36,Yes,2009,loam,silty loam
52143474,PL,YES,NO,YES,YES,6,4,72,24,Yes,2009,sandy loam,loamy sand
52142920,SK,NO,NO,YES,YES,14,25,14,61,Yes,2015,silt loam,silty loam
52142866,HU,YES,NO,YES,YES,7,20,25,55,Yes,2009,silt loam,silty loam
52142854,HU,YES,NO,YES,YES,1,23,37,40,Yes,2009,loam,silty loam
52142848,HU,YES,NO,YES,YES,,12,56,33,Yes,2009,sandy loam,silty loam
52142830,HU,YES,NO,NO,YES,3,5,87,8,Yes,2009,loamy sand,loamy sand
52142764,HU,YES,NO,YES,YES,11,28,9,63,Yes,2009,silty clay loam,silty clay loam
52141926,EL,YES,NO,YES,YES,4,21,31,48,Yes,2009,loam,silty loam
52124838,FI,YES,NO,NO,NO,12,3,84,13,Yes,2009,loamy sand,loamy sand
52124784,FI,YES,NO,NO,YES,7,5,75,20,Yes,2009,loamy sand,loamy sand
52124754,FI,YES,NO,NO,YES,8,4,64,32,Yes,2009,sandy loam,silty loam
52124730,FI,YES,NO,YES,YES,,,,,No,,,
52124682,FI,YES,NO,YES,YES,,,,,No,,,
52124650,FI,YES,NO,YES,YES,10,7,59,34,Yes,2009,sandy loam,silty loam
52124632,FI,YES,NO,NO,NO,,,,,No,,,
52124610,FI,YES,NO,YES,YES,20,3,65,32,Yes,2009,sandy loam,silty loam
52124532,FI,YES,NO,YES,NO,,,,,No,,,
52124484,FI,YES,NO,NO,NO,10,9,32,58,Yes,2009,silt loam,silty loam
52124380,FI,YES,NO,YES,NO,12,7,59,34,Yes,2009,sandy loam,silty loam
52124334,FI,YES,NO,YES,NO,5,11,62,27,Yes,2009,sandy loam,silty loam
52124326,FI,YES,NO,NO,NO,32,4,79,18,Yes,2009,loamy sand,loamy sand
52124304,FI,YES,NO,NO,NO,,,,,No,,,
52124290,FI,YES,NO,YES,YES,7,49,8,42,Yes,2009,silty clay,silty clay
52124064,EE,YES,NO,YES,YES,4,14,17,69,Yes,2009,silt loam,silty loam
52124010,EE,NO,NO,YES,YES,5,10,41,49,Yes,2015,loam,silty loam
52123816,LV,YES,NO,YES,YES,4,2,62,36,Yes,2009,sandy loam,silty loam
52123698,LT,YES,NO,YES,YES,8,13,48,39,Yes,2009,loam,silty loam
52123680,LT,YES,NO,YES,YES,7,12,51,37,Yes,2009,loam,silty loam
52123612,LT,NO,NO,NO,YES,,,,,No,,,
52123422,PL,YES,NO,NO,NO,2,5,84,11,Yes,2009,loamy sand,loamy sand
52123386,PL,YES,NO,NO,NO,4,5,73,22,Yes,2009,sandy loam,loamy sand
52123380,PL,YES,NO,NO,NO,6,19,46,34,Yes,2009,loam,silty loam
52123372,PL,YES,NO,YES,YES,4,10,69,22,Yes,2009,sandy loam,loamy sand
52123368,PL,YES,NO,YES,YES,4,4,70,25,Yes,2009,sandy loam,silty loam
52123282,PL,YES,NO,NO,NO,6,5,65,30,Yes,2009,sandy loam,silty loam
52123264,PL,YES,NO,YES,NO,8,17,33,50,Yes,2009,silt loam,silty loam
52123026,PL,NO,NO,NO,YES,,,,,No,,,
52122918,SK,YES,NO,YES,YES,3,45,2,53,Yes,2009,silty clay,silty clay
52122904,SK,YES,NO,YES,YES,2,31,5,64,Yes,2009,silty clay loam,silty clay loam
52122720,RO,NO,YES,YES,YES,38,65,5,30,Yes,2012,clay,silty clay
52122706,RO,NO,YES,YES,YES,20,73,5,22,Yes,2012,clay,clay
52122624,RO,NO,YES,NO,NO,,63,17,20,Yes,2012,clay,clay
52122544,RO,NO,YES,YES,YES,25,72,4,24,Yes,2012,clay,clay
52121868,EL,YES,NO,YES,YES,28,47,19,34,Yes,2009,clay,silty clay
52104438,FI,YES,NO,YES,YES,15,7,67,26,Yes,2009,sandy loam,silty loam
52104348,FI,YES,NO,YES,YES,16,5,64,32,Yes,2009,sandy loam,silty loam
52103714,LT,NO,NO,NO,YES,,,,,No,,,
52103706,LT,YES,NO,YES,YES,12,7,80,13,Yes,2009,loamy sand,loamy sand
52103674,LT,YES,NO,YES,NO,3,17,36,47,Yes,2009,loam,silty loam
52103584,LT,YES,NO,YES,YES,2,13,20,67,Yes,2009,silt loam,silty loam
52103114,PL,YES,NO,YES,NO,6,3,89,8,Yes,2009,sand,loamy sand
52102944,SK,YES,NO,YES,YES,11,22,8,70,Yes,2009,silt loam,silty loam
52102872,HU,YES,NO,YES,YES,10,14,36,50,Yes,2009,silt loam,silty loam
52102818,HU,YES,NO,YES,YES,4,16,50,34,Yes,2009,loam,silty loam
52102746,HU,YES,NO,YES,YES,14,44,4,52,Yes,2009,silty clay,silty clay
52102638,RO,NO,YES,YES,NO,1,10,64,26,Yes,2012,sandy loam,silty loam
52102612,RO,NO,YES,YES,NO,40,48,3,49,Yes,2012,silty clay,silty clay
52084796,FI,YES,NO,NO,NO,15,4,56,40,Yes,2009,sandy loam,silty loam
52084480,FI,YES,NO,NO,NO,,,,,No,,,
52084354,FI,YES,NO,YES,YES,21,4,73,23,Yes,2009,sandy loam,loamy sand
52084336,FI,NO,NO,NO,YES,,,,,No,,,
52084098,EE,YES,NO,YES,YES,,,,,No,,,
52084062,EE,YES,NO,YES,NO,11,17,14,69,Yes,2009,silt loam,silty loam
52083664,LT,YES,NO,YES,YES,6,12,46,42,Yes,2009,loam,silty loam
52083646,LT,YES,NO,NO,NO,13,9,59,31,Yes,2009,sandy loam,silty loam
52083414,PL,NO,NO,NO,YES,,,,,No,,,
52083382,PL,NO,NO,NO,YES,,,,,No,,,
52083346,PL,YES,NO,YES,YES,6,4,85,10,Yes,2009,loamy sand,loamy sand
52083230,PL,YES,NO,YES,YES,1,19,24,57,Yes,2009,silt loam,silty loam
52083202,PL,YES,NO,YES,NO,14,12,19,68,Yes,2009,silt loam,silty loam
52083108,PL,YES,NO,YES,NO,7,7,40,53,Yes,2009,silt loam,silty loam
52083090,PL,YES,NO,YES,YES,6,28,19,53,Yes,2009,silty clay loam,silty clay loam
52082986,PL,YES,NO,YES,NO,7,16,57,27,Yes,2009,sandy loam,silty loam
52082870,HU,YES,NO,YES,YES,12,41,10,49,Yes,2009,silty clay,silty clay
52082744,HU,YES,NO,NO,NO,7,28,7,65,Yes,2009,silty clay loam,silty clay loam
52082632,RO,NO,YES,YES,NO,47,42,27,31,Yes,2012,clay,silty clay
52082618,RO,NO,YES,YES,YES,,37,3,60,Yes,2012,silty clay loam,silty clay loam
52082582,RO,NO,YES,NO,YES,46,56,20,24,Yes,2012,clay,clay
52081888,EL,YES,NO,YES,YES,46,38,40,22,Yes,2009,clay loam,clay loam
52081884,EL,YES,NO,YES,YES,49,19,57,24,Yes,2009,sandy loam,loam
52064810,FI,YES,NO,NO,NO,16,3,70,27,Yes,2009,sandy loam,silty loam
52064738,FI,YES,NO,YES,YES,9,4,49,46,Yes,2009,sandy loam,silty loam
52064666,FI,YES,NO,YES,YES,9,4,78,19,Yes,2009,loamy sand,loamy sand
52064590,FI,YES,NO,YES,YES,44,30,38,32,Yes,2009,clay loam,silty clay loam
52064576,FI,YES,NO,YES,YES,,,,,No,,,
52064522,FI,YES,NO,YES,YES,,,,,No,,,
52064414,FI,YES,NO,YES,YES,4,3,60,37,Yes,2009,sandy loam,silty loam
52064272,FI,YES,NO,YES,YES,14,58,8,34,Yes,2009,clay,silty clay
52064254,FI,YES,NO,NO,NO,11,40,19,40,Yes,2009,silty clay loam,silty clay loam
52063954,LV,YES,NO,YES,YES,14,10,53,37,Yes,2009,sandy loam,silty loam
52063942,LV,YES,NO,YES,YES,2,8,73,19,Yes,2009,sandy loam,loamy sand
52063882,LV,YES,NO,YES,YES,10,6,69,25,Yes,2009,sandy loam,silty loam
52063720,LT,YES,NO,NO,NO,4,14,57,28,Yes,2009,sandy loam,silty loam
52063672,LT,YES,NO,YES,YES,14,16,43,41,Yes,2009,loam,silty loam
52063558,LT,YES,NO,YES,NO,5,22,57,21,Yes,2009,sandy clay loam,loam
52063448,PL,NO,NO,NO,YES,,,,,No,,,
52063280,PL,YES,NO,YES,YES,8,4,75,21,Yes,2009,loamy sand,loamy sand
52062866,HU,YES,NO,YES,YES,24,62,7,31,Yes,2009,clay,silty clay
52062776,HU,YES,NO,YES,YES,2,4,94,2,Yes,2009,sand,sand
52062666,RO,NO,YES,NO,NO,72,61,3,36,Yes,2012,clay,silty clay
52062596,RO,NO,YES,YES,YES,57,60,3,37,Yes,2012,clay,silty clay
52062584,RO,NO,YES,YES,YES,16,56,24,20,Yes,2012,clay,clay
52062560,RO,NO,YES,NO,NO,52,68,5,27,Yes,2012,clay,silty clay
52044824,FI,YES,NO,YES,YES,7,4,67,29,Yes,2009,sandy loam,silty loam
52044710,FI,YES,NO,NO,NO,4,2,68,30,Yes,2009,sandy loam,silty loam
52044638,FI,YES,NO,NO,NO,,,,,No,,,
52044590,FI,YES,NO,YES,YES,6,4,76,20,Yes,2009,loamy sand,loamy sand
52044544,FI,YES,NO,YES,YES,15,32,17,51,Yes,2009,silty clay loam,silty clay loam
52044508,FI,YES,NO,YES,YES,3,4,87,9,Yes,2009,sand,loamy sand
52044494,FI,YES,NO,YES,YES,7,3,62,35,Yes,2009,sandy loam,silty loam
52044428,FI,YES,NO,NO,NO,17,4,71,25,Yes,2009,sandy loam,silty loam
52044386,FI,YES,NO,NO,NO,13,5,67,28,Yes,2009,sandy loam,silty loam
52044374,FI,YES,NO,YES,YES,,8,64,28,Yes,2009,sandy loam,silty loam
52044314,FI,YES,NO,NO,NO,13,6,59,35,Yes,2009,sandy loam,silty loam
52044292,FI,YES,NO,YES,YES,12,52,22,26,Yes,2009,clay,silty clay
52044284,FI,YES,NO,YES,NO,4,19,48,33,Yes,2009,loam,silty loam
52044278,FI,YES,NO,YES,YES,35,59,4,37,Yes,2009,clay,silty clay
52044140,EE,YES,NO,NO,NO,6,2,88,10,Yes,2009,sand,loamy sand
52044112,EE,YES,NO,YES,YES,5,2,88,10,Yes,2009,sand,loamy sand
52043990,EE,YES,NO,YES,YES,4,6,70,24,Yes,2009,sandy loam,loamy sand
52043830,LV,YES,NO,YES,YES,9,3,78,18,Yes,2009,loamy sand,loamy sand
52043826,LV,YES,NO,YES,YES,,,,,No,,,
52043812,LV,YES,NO,YES,YES,6,5,67,27,Yes,2009,sandy loam,silty loam
52043736,LT,YES,NO,YES,YES,12,15,60,25,Yes,2009,sandy loam,silty loam
52043614,LT,YES,NO,YES,YES,3,22,44,35,Yes,2009,loam,silty loam
52043446,PL,YES,NO,YES,YES,6,6,46,48,Yes,2009,sandy loam,silty loam
52043384,PL,NO,NO,NO,YES,,,,,No,,,
52043360,PL,YES,NO,YES,YES,6,3,89,8,Yes,2009,sand,loamy sand
52043312,PL,YES,NO,NO,NO,8,3,84,12,Yes,2009,loamy sand,loamy sand
52043276,PL,YES,NO,YES,YES,9,3,75,22,Yes,2009,loamy sand,loamy sand
52043252,PL,YES,NO,YES,YES,3,7,54,39,Yes,2009,sandy loam,silty loam
52043222,PL,YES,NO,YES,YES,7,6,34,60,Yes,2009,silt loam,silty loam
52043144,PL,YES,NO,YES,YES,5,8,10,82,Yes,2009,silt,silty loam
52043072,PL,YES,NO,YES,YES,9,9,22,70,Yes,2009,silt loam,silty loam
52043018,PL,YES,NO,NO,NO,11,9,62,29,Yes,2009,sandy loam,silty loam
52042996,PL,YES,NO,YES,YES,4,26,14,60,Yes,2009,silt loam,silty loam
52042916,SK,YES,NO,YES,YES,6,71,2,27,Yes,2009,clay,silty clay
52042892,SK,YES,NO,NO,NO,12,69,5,26,Yes,2009,clay,silty clay
52042834,HU,YES,NO,YES,YES,3,4,93,2,Yes,2009,sand,sand
52042798,HU,YES,NO,YES,YES,4,4,89,7,Yes,2009,sand,loamy sand
52042676,RO,NO,YES,YES,YES,1,40,26,34,Yes,2012,clay loam,silty clay loam
52042664,RO,NO,YES,YES,NO,1,27,62,11,Yes,2012,sandy clay loam,clay loam
52042586,RO,NO,YES,YES,YES,54,58,11,31,Yes,2012,clay,silty clay
52042582,RO,NO,YES,YES,YES,,34,31,35,Yes,2012,clay loam,silty clay loam
52042564,RO,NO,YES,YES,NO,78,67,7,26,Yes,2012,clay,silty clay
52042538,RO,NO,YES,YES,NO,63,67,4,29,Yes,2012,clay,silty clay
52024846,FI,YES,NO,YES,YES,10,4,57,39,Yes,2009,sandy loam,silty loam
52024564,FI,YES,NO,YES,YES,22,24,15,61,Yes,2009,silt loam,silty loam
52024546,FI,YES,NO,NO,NO,,,,,No,,,
52024360,FI,YES,NO,YES,YES,17,4,65,31,Yes,2009,sandy loam,silty loam
52024342,FI,YES,NO,YES,YES,24,5,68,28,Yes,2009,sandy loam,silty loam
52023988,EE,YES,NO,NO,NO,18,14,54,32,Yes,2009,sandy loam,silty loam
52023864,LV,YES,NO,YES,YES,3,2,96,2,Yes,2009,sand,sand
52023836,LV,YES,NO,YES,YES,2,3,83,14,Yes,2009,loamy sand,loamy sand
52023764,LT,YES,NO,YES,YES,4,23,22,54,Yes,2009,silt loam,silty loam
52023728,LT,YES,NO,YES,YES,3,18,51,31,Yes,2009,loam,silty loam
52023674,LT,YES,NO,YES,YES,12,18,44,38,Yes,2009,loam,silty loam
52023612,LT,YES,NO,YES,YES,12,16,34,50,Yes,2009,silt loam,silty loam
52023594,LT,YES,NO,YES,YES,7,20,18,62,Yes,2009,silt loam,silty loam
52023460,PL,YES,NO,NO,YES,3,8,76,16,Yes,2009,sandy loam,loamy sand
52023448,PL,YES,NO,NO,YES,13,8,56,36,Yes,2009,sandy loam,silty loam
52023424,PL,YES,NO,YES,YES,17,5,88,6,Yes,2009,sand,loamy sand
52023010,PL,YES,NO,YES,YES,1,17,47,36,Yes,2009,loam,silty loam
52022992,PL,YES,NO,YES,YES,2,20,39,41,Yes,2009,loam,silty loam
52022962,SK,NO,NO,NO,YES,,,,,No,,,
52022686,RO,NO,YES,NO,NO,18,51,16,33,Yes,2012,clay,silty clay
52022602,RO,NO,YES,NO,NO,,55,16,29,Yes,2012,clay,silty clay
52022548,RO,NO,YES,YES,YES,48,44,25,31,Yes,2012,clay,silty clay
52022530,RO,NO,YES,NO,YES,60,70,2,28,Yes,2012,clay,silty clay
52004688,FI,YES,NO,YES,NO,10,4,61,36,Yes,2009,sandy loam,silty loam
52004634,FI,YES,NO,NO,YES,,,,,No,,,
52004440,FI,YES,NO,YES,YES,,,,,No,,,
52004328,FI,YES,NO,NO,NO,60,5,78,17,Yes,2009,loamy sand,loamy sand
52004314,FI,YES,NO,YES,YES,5,19,18,63,Yes,2009,silt loam,silty loam
52004278,FI,YES,NO,YES,YES,6,43,5,52,Yes,2009,silty clay,silty clay
52004112,EE,YES,NO,YES,YES,2,5,91,4,Yes,2009,sand,sand
52004044,EE,YES,NO,YES,YES,6,7,82,11,Yes,2009,loamy sand,loamy sand
52004040,EE,NO,NO,NO,YES,,,,,No,,,
52003830,LV,YES,NO,YES,YES,1,2,86,11,Yes,2009,sand,loamy sand
52003714,LT,YES,NO,YES,YES,3,12,63,26,Yes,2009,sandy loam,silty loam
52003578,LT,YES,NO,YES,YES,2,9,70,21,Yes,2009,sandy loam,loamy sand
52003468,PL,YES,NO,YES,YES,15,7,78,14,Yes,2009,loamy sand,loamy sand
52003356,PL,YES,NO,YES,YES,9,6,82,12,Yes,2009,loamy sand,loamy sand
52003320,PL,YES,NO,YES,YES,10,4,80,16,Yes,2009,loamy sand,loamy sand
52003302,PL,YES,NO,YES,YES,7,4,56,40,Yes,2009,sandy loam,silty loam
52003288,PL,YES,NO,YES,NO,4,4,73,24,Yes,2009,sandy loam,loamy sand
52003108,PL,YES,NO,YES,YES,4,3,74,23,Yes,2009,loamy sand,loamy sand
52003090,PL,YES,NO,YES,YES,10,4,71,25,Yes,2009,sandy loam,silty loam
52002906,SK,YES,NO,YES,YES,2,18,27,54,Yes,2009,silt loam,silty loam
52002852,HU,YES,NO,NO,YES,5,28,49,23,Yes,2009,sandy clay loam,clay loam
52002838,HU,YES,NO,YES,YES,5,14,53,33,Yes,2009,sandy loam,silty loam
52002798,HU,YES,NO,YES,YES,4,12,71,17,Yes,2009,sandy loam,loam
52002694,RO,NO,YES,YES,YES,79,61,16,23,Yes,2012,clay,clay
52002610,RO,NO,YES,YES,NO,39,70,4,26,Yes,2012,clay,silty clay
51984876,FI,YES,NO,NO,NO,4,2,70,28,Yes,2009,sandy loam,silty loam
51984858,FI,NO,NO,YES,NO,48,3,77,20,Yes,2015,loamy sand,loamy sand
51984768,FI,YES,NO,YES,YES,59,3,61,36,Yes,2009,sandy loam,silty loam
51984732,FI,YES,NO,NO,NO,12,2,83,15,Yes,2009,loamy sand,loamy sand
51984678,FI,YES,NO,NO,NO,,,,,No,,,
51984664,FI,YES,NO,YES,YES,22,3,65,32,Yes,2009,sandy loam,silty loam
51984534,FI,YES,NO,YES,YES,,,,,No,,,
51984498,FI,NO,NO,NO,YES,,,,,No,,,
51984268,FI,YES,NO,YES,NO,1,55,9,36,Yes,2009,clay,silty clay
51984142,EE,YES,NO,YES,YES,7,3,93,5,Yes,2009,sand,sand
